DBMS,TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ACTUAL_FINANCIAL_RESULT,ACTUAL_FINANCIAL_RESULT_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ACTUAL_FINANCIAL_RESULT,FISCAL_YEAR,2,"NUMBER(38,0)",,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ACTUAL_FINANCIAL_RESULT,FISCAL_PERIOD,3,TEXT,20,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ACTUAL_FINANCIAL_RESULT,GENERAL_LEDGER_ACCOUNT_ID,4,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,GENERAL_LEDGER_ACCOUNT,GENERAL_LEDGER_ACCOUNT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ACTUAL_FINANCIAL_RESULT,COST_CENTER_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,COST_CENTER,COST_CENTER_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ACTUAL_FINANCIAL_RESULT,PROJECT_ID,6,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PROJECT,PROJECT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ACTUAL_FINANCIAL_RESULT,ACTUAL_AMOUNT,7,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ACTUAL_FINANCIAL_RESULT,CURRENCY_ID,8,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,CURRENCY,CURRENCY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,ASSET_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,ASSET_CODE,2,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,ASSET_NAME,3,TEXT,200,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,ASSET_DESCRIPTION,4,TEXT,1000,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,ASSET_TYPE,5,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,ASSET_CLASS,6,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,SERIAL_NUMBER,7,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,MODEL_NUMBER,8,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,MANUFACTURER,9,TEXT,200,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,ACQUISITION_DATE,10,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,ACQUISITION_COST,11,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,ASSET_STATUS,12,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,OWNING_ORGANIZATION_ID,13,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ORGANIZATION,ORGANIZATION_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,RESPONSIBLE_ORGANIZATION_ID,14,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ORGANIZATION,ORGANIZATION_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,PARENT_ASSET_ID,15,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ASSET,ASSET_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,VALID_FROM_TIMESTAMP,16,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,VALID_TO_TIMESTAMP,17,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,IS_CURRENT_FLAG,18,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,CREATED_BY_USER,19,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,CREATED_TIMESTAMP,20,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,UPDATED_BY_USER,21,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET,UPDATED_TIMESTAMP,22,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_CUSTODIAN,ASSET_CUSTODIAN_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_CUSTODIAN,ASSET_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ASSET,ASSET_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_CUSTODIAN,CUSTODIAN_PARTY_ID,3,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PARTY,PARTY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_CUSTODIAN,CUSTODIAN_TYPE,4,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_CUSTODIAN,ASSIGNMENT_DATE,5,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_CUSTODIAN,RETURN_DATE,6,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_CUSTODIAN,VALID_FROM_TIMESTAMP,7,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_CUSTODIAN,VALID_TO_TIMESTAMP,8,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_CUSTODIAN,IS_CURRENT_FLAG,9,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_CUSTODIAN,CREATED_BY_USER,10,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_CUSTODIAN,CREATED_TIMESTAMP,11,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_CUSTODIAN,UPDATED_BY_USER,12,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_CUSTODIAN,UPDATED_TIMESTAMP,13,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DEPRECIATION_SCHEDULE,ASSET_DEPRECIATION_SCHEDULE_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DEPRECIATION_SCHEDULE,ASSET_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ASSET,ASSET_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DEPRECIATION_SCHEDULE,PERIOD_DATE,3,DATE,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DEPRECIATION_SCHEDULE,PERIOD_DEPRECIATION_AMOUNT,4,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DEPRECIATION_SCHEDULE,ACCUMULATED_DEPRECIATION,5,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DEPRECIATION_SCHEDULE,NET_BOOK_VALUE,6,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DEPRECIATION_SCHEDULE,CALCULATION_TIMESTAMP,7,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DISPOSITION,ASSET_DISPOSITION_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DISPOSITION,ASSET_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ASSET,ASSET_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DISPOSITION,DISPOSITION_DATE,3,DATE,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DISPOSITION,DISPOSITION_TYPE,4,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DISPOSITION,DISPOSITION_REASON,5,TEXT,500,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DISPOSITION,SALE_PRICE,6,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DISPOSITION,SCRAP_VALUE,7,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DISPOSITION,BUYER_RECIPIENT_PARTY_ID,8,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PARTY,PARTY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DISPOSITION,NET_BOOK_VALUE_AT_DISPOSITION,9,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_DISPOSITION,GAIN_LOSS_ON_DISPOSAL,10,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,ASSET_FINANCIAL_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,ASSET_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ASSET,ASSET_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,BOOK_VALUE,3,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,ACCUMULATED_DEPRECIATION,4,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,NET_BOOK_VALUE,5,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,DEPRECIATION_METHOD,6,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,USEFUL_LIFE_YEARS,7,"NUMBER(38,0)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,USEFUL_LIFE_UNITS,8,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,SALVAGE_VALUE,9,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,RESIDUAL_VALUE,10,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,DEPRECIATION_START_DATE,11,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,CURRENCY_ID,12,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,CURRENCY,CURRENCY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,GENERAL_LEDGER_ASSET_ACCOUNT,13,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,GENERAL_LEDGER_DEPRECIATION_ACCOUNT,14,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,GENERAL_LEDGER_EXPENSE_ACCOUNT,15,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,EFFECTIVE_DATE,16,DATE,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,VALID_FROM_TIMESTAMP,17,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,VALID_TO_TIMESTAMP,18,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,IS_CURRENT_FLAG,19,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,CREATED_BY_USER,20,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,CREATED_TIMESTAMP,21,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,UPDATED_BY_USER,22,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_FINANCIAL,UPDATED_TIMESTAMP,23,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,ASSET_INSURANCE_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,ASSET_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ASSET,ASSET_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,INSURANCE_CARRIER_PARTY_ID,3,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PARTY,PARTY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,POLICY_NUMBER,4,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,POLICY_TYPE,5,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,COVERAGE_AMOUNT,6,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,DEDUCTIBLE_AMOUNT,7,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,POLICY_EFFECTIVE_DATE,8,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,POLICY_EXPIRATION_DATE,9,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,PREMIUM_AMOUNT,10,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,PREMIUM_FREQUENCY,11,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,VALID_FROM_TIMESTAMP,12,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,VALID_TO_TIMESTAMP,13,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,IS_CURRENT_FLAG,14,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,CREATED_BY_USER,15,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,CREATED_TIMESTAMP,16,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,UPDATED_BY_USER,17,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_INSURANCE,UPDATED_TIMESTAMP,18,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,ASSET_LOCATION_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,ASSET_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ASSET,ASSET_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,SITE_ID,3,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SITE,SITE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,LOCATION_ID,4,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,LOCATION,LOCATION_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,LOCATION_TYPE,5,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,TRANSFER_DATE,6,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,TRANSFER_REASON,7,TEXT,500,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,VALID_FROM_TIMESTAMP,8,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,VALID_TO_TIMESTAMP,9,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,IS_CURRENT_FLAG,10,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,CREATED_BY_USER,11,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,CREATED_TIMESTAMP,12,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,UPDATED_BY_USER,13,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_LOCATION,UPDATED_TIMESTAMP,14,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,ASSET_MAINTENANCE_PLAN_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,ASSET_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ASSET,ASSET_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,PLAN_CODE,3,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,PLAN_NAME,4,TEXT,200,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,PLAN_DESCRIPTION,5,TEXT,1000,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,MAINTENANCE_TYPE,6,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,MAINTENANCE_STRATEGY,7,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,FREQUENCY_VALUE,8,"NUMBER(38,0)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,FREQUENCY_UNIT_OF_MEASURE,9,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,LEAD_TIME_DAYS,10,"NUMBER(38,0)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,ESTIMATED_DURATION_HOURS,11,"NUMBER(8,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,ESTIMATED_COST,12,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,NEXT_DUE_DATE,13,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,WORK_INSTRUCTIONS,14,TEXT,4000,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,PLAN_STATUS,15,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,VALID_FROM_TIMESTAMP,16,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,VALID_TO_TIMESTAMP,17,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,IS_CURRENT_FLAG,18,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,CREATED_BY_USER,19,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,CREATED_TIMESTAMP,20,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,UPDATED_BY_USER,21,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_MAINTENANCE_PLAN,UPDATED_TIMESTAMP,22,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,ASSET_METER_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,METER_CODE,2,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,ASSET_ID,3,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ASSET,ASSET_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,METER_TYPE,4,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,METER_UNIT_OF_MEASURE_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,UNIT_OF_MEASURE,UNIT_OF_MEASURE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,CURRENT_READING,6,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,READING_DATE,7,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,ROLLOVER_VALUE,8,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,VALID_FROM_TIMESTAMP,9,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,VALID_TO_TIMESTAMP,10,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,IS_CURRENT_FLAG,11,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,CREATED_BY_USER,12,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,CREATED_TIMESTAMP,13,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,UPDATED_BY_USER,14,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER,UPDATED_TIMESTAMP,15,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER_READING,ASSET_METER_READING_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER_READING,ASSET_METER_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ASSET_METER,ASSET_METER_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER_READING,READING_DATE,3,DATE,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER_READING,READING_TIMESTAMP,4,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER_READING,METER_READING_VALUE,5,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_METER_READING,READING_SOURCE,6,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_SPECIFICATION,ASSET_SPECIFICATION_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_SPECIFICATION,ASSET_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ASSET,ASSET_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_SPECIFICATION,SPECIFICATION_NAME,3,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_SPECIFICATION,SPECIFICATION_VALUE,4,TEXT,500,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_SPECIFICATION,UNIT_OF_MEASURE_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,UNIT_OF_MEASURE,UNIT_OF_MEASURE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_SPECIFICATION,VALID_FROM_TIMESTAMP,6,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_SPECIFICATION,VALID_TO_TIMESTAMP,7,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_SPECIFICATION,IS_CURRENT_FLAG,8,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_SPECIFICATION,CREATED_BY_USER,9,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_SPECIFICATION,CREATED_TIMESTAMP,10,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_SPECIFICATION,UPDATED_BY_USER,11,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_SPECIFICATION,UPDATED_TIMESTAMP,12,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_TRANSFER,ASSET_TRANSFER_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_TRANSFER,ASSET_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,ASSET,ASSET_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_TRANSFER,TRANSFER_DATE,3,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_TRANSFER,TRANSFER_TIMESTAMP,4,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_TRANSFER,FROM_LOCATION_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,LOCATION,LOCATION_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,ASSET_TRANSFER,TO_LOCATION_ID,6,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,LOCATION,LOCATION_ID
