DBMS,TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_OPERATIONS_PLAN,PLAN_MONTH,3,DATE,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_OPERATIONS_PLAN,PLAN_VERSION,4,TEXT,50,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_OPERATIONS_PLAN,DEMAND_PLAN_QUANTITY,5,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_OPERATIONS_PLAN,SUPPLY_PLAN_QUANTITY,6,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_OPERATIONS_PLAN,INVENTORY_PLAN_QUANTITY,7,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_OPERATIONS_PLAN,REVENUE_PLAN_AMOUNT,8,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_OPERATIONS_PLAN,COST_PLAN_AMOUNT,9,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_OPERATIONS_PLAN,MARGIN_PLAN_AMOUNT,10,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_OPERATIONS_PLAN,PLAN_STATUS,11,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_OPERATIONS_PLAN,APPROVAL_DATE,12,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,SALES_ORDER_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,SALES_ORDER_NUMBER,2,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,ORDER_DATE,3,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,REQUESTED_DELIVERY_DATE,4,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,ORDER_TYPE,5,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,ORDER_STATUS,6,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,CUSTOMER_ID,7,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,CUSTOMER,CUSTOMER_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,SOLD_TO_CUSTOMER_ID,8,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,CUSTOMER,CUSTOMER_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,BILL_TO_CUSTOMER_ID,9,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,CUSTOMER_BILL_TO,CUSTOMER_BILL_TO_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,SHIP_TO_CUSTOMER_ID,10,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,CUSTOMER_SHIP_TO,CUSTOMER_SHIP_TO_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,ORDER_CURRENCY_ID,11,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,CURRENCY,CURRENCY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,PAYMENT_TERMS,12,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,SHIPPING_TERMS,13,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,SALES_REPRESENTATIVE_EMPLOYEE_ID,14,"NUMBER(38,0)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,ORDER_SOURCE,15,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,CUSTOMER_PURCHASE_ORDER_NUMBER,16,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,ORDER_PRIORITY,17,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,TOTAL_ORDER_VALUE,18,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,VALID_FROM_TIMESTAMP,19,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,VALID_TO_TIMESTAMP,20,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,IS_CURRENT_FLAG,21,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,CREATED_BY_USER,22,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,CREATED_TIMESTAMP,23,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,UPDATED_BY_USER,24,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER,UPDATED_TIMESTAMP,25,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_HOLD,SALES_ORDER_HOLD_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_HOLD,SALES_ORDER_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER,SALES_ORDER_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_HOLD,SALES_ORDER_LINE_ID,3,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER_LINE,SALES_ORDER_LINE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_HOLD,HOLD_TYPE,4,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_HOLD,HOLD_REASON,5,TEXT,500,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_HOLD,HOLD_DATE,6,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_HOLD,RELEASE_DATE,7,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_HOLD,HOLD_STATUS,8,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_HOLD,HELD_BY_EMPLOYEE_ID,9,"NUMBER(38,0)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_HOLD,RELEASED_BY_EMPLOYEE_ID,10,"NUMBER(38,0)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,SALES_ORDER_INVOICE_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,INVOICE_NUMBER,2,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,INVOICE_DATE,3,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,DUE_DATE,4,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,SALES_ORDER_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER,SALES_ORDER_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,BILL_TO_CUSTOMER_ID,6,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,CUSTOMER_BILL_TO,CUSTOMER_BILL_TO_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,INVOICE_CURRENCY_ID,7,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,CURRENCY,CURRENCY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,INVOICE_AMOUNT,8,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,TAX_AMOUNT,9,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,FREIGHT_AMOUNT,10,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,TOTAL_AMOUNT,11,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,PAYMENT_TERMS,12,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,INVOICE_STATUS,13,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,GENERAL_LEDGER_POSTING_DATE,14,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE,GENERAL_LEDGER_BATCH_NUMBER,15,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE_LINE,SALES_ORDER_INVOICE_LINE_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE_LINE,SALES_ORDER_INVOICE_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER_INVOICE,SALES_ORDER_INVOICE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE_LINE,LINE_NUMBER,3,"NUMBER(38,0)",,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE_LINE,SALES_ORDER_LINE_ID,4,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER_LINE,SALES_ORDER_LINE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE_LINE,SALES_ORDER_SHIPMENT_LINE_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER_SHIPMENT_LINE,SALES_ORDER_SHIPMENT_LINE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE_LINE,PRODUCT_ID,6,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT,PRODUCT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE_LINE,INVOICED_QUANTITY,7,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE_LINE,INVOICED_UNIT_OF_MEASURE_ID,8,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,UNIT_OF_MEASURE,UNIT_OF_MEASURE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE_LINE,UNIT_PRICE,9,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE_LINE,EXTENDED_AMOUNT,10,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE_LINE,TAX_AMOUNT,11,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_INVOICE_LINE,DISCOUNT_AMOUNT,12,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,SALES_ORDER_LINE_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,SALES_ORDER_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER,SALES_ORDER_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,LINE_NUMBER,3,"NUMBER(38,0)",,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,SUB_LINE_NUMBER,4,"NUMBER(38,0)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,PRODUCT_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT,PRODUCT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,PRODUCT_DESCRIPTION,6,TEXT,500,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,ORDERED_QUANTITY,7,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,ORDERED_UNIT_OF_MEASURE_ID,8,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,UNIT_OF_MEASURE,UNIT_OF_MEASURE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,UNIT_PRICE,9,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,EXTENDED_PRICE,10,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,LINE_STATUS,11,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,REQUESTED_SHIP_DATE,12,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,PROMISED_SHIP_DATE,13,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,ACTUAL_SHIP_DATE,14,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,SHIP_FROM_SITE_ID,15,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SITE,SITE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,SHIP_FROM_LOCATION_ID,16,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,LOCATION,LOCATION_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,DISCOUNT_PERCENT,17,"NUMBER(5,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,DISCOUNT_AMOUNT,18,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,TAX_AMOUNT,19,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,LINE_TYPE,20,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,QUOTE_LINE_ID,21,"NUMBER(38,0)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,VALID_FROM_TIMESTAMP,22,TIMESTAMP_NTZ,,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,VALID_TO_TIMESTAMP,23,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,IS_CURRENT_FLAG,24,BOOLEAN,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,CREATED_BY_USER,25,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,CREATED_TIMESTAMP,26,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,UPDATED_BY_USER,27,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_LINE,UPDATED_TIMESTAMP,28,TIMESTAMP_NTZ,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT,SALES_ORDER_PAYMENT_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT,PAYMENT_NUMBER,2,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT,PAYMENT_DATE,3,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT,PAYMENT_AMOUNT,4,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT,CUSTOMER_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,CUSTOMER,CUSTOMER_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT,PAYMENT_METHOD,6,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT,PAYMENT_REFERENCE,7,TEXT,200,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT,CURRENCY_ID,8,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,CURRENCY,CURRENCY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT,UNAPPLIED_AMOUNT,9,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT_APPLICATION,SALES_ORDER_PAYMENT_APPLICATION_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT_APPLICATION,SALES_ORDER_PAYMENT_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER_PAYMENT,SALES_ORDER_PAYMENT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT_APPLICATION,SALES_ORDER_INVOICE_ID,3,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER_INVOICE,SALES_ORDER_INVOICE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT_APPLICATION,APPLIED_AMOUNT,4,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_PAYMENT_APPLICATION,APPLICATION_DATE,5,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN,SALES_ORDER_RETURN_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN,RETURN_MERCHANDISE_AUTHORIZATION_NUMBER,2,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN,RETURN_DATE,3,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN,EXPECTED_RECEIPT_DATE,4,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN,CUSTOMER_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,CUSTOMER,CUSTOMER_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN,ORIGINAL_SALES_ORDER_ID,6,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER,SALES_ORDER_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN,RETURN_REASON,7,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN,RETURN_STATUS,8,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN,DISPOSITION,9,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN,CREDIT_MEMO_NUMBER,10,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN_LINE,SALES_ORDER_RETURN_LINE_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN_LINE,SALES_ORDER_RETURN_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER_RETURN,SALES_ORDER_RETURN_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN_LINE,LINE_NUMBER,3,"NUMBER(38,0)",,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN_LINE,ORIGINAL_SALES_ORDER_LINE_ID,4,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER_LINE,SALES_ORDER_LINE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN_LINE,PRODUCT_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PRODUCT,PRODUCT_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN_LINE,RETURN_QUANTITY,6,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN_LINE,RETURN_UNIT_OF_MEASURE_ID,7,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,UNIT_OF_MEASURE,UNIT_OF_MEASURE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN_LINE,RETURN_REASON_DETAIL,8,TEXT,500,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN_LINE,DISPOSITION,9,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_RETURN_LINE,CREDIT_AMOUNT,10,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SCHEDULE,SALES_ORDER_SCHEDULE_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SCHEDULE,SALES_ORDER_LINE_ID,2,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER_LINE,SALES_ORDER_LINE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SCHEDULE,SCHEDULE_SEQUENCE,3,"NUMBER(38,0)",,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SCHEDULE,SCHEDULED_QUANTITY,4,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SCHEDULE,SCHEDULED_UNIT_OF_MEASURE_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,UNIT_OF_MEASURE,UNIT_OF_MEASURE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SCHEDULE,REQUESTED_DATE,6,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SCHEDULE,PROMISED_DATE,7,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SCHEDULE,ACTUAL_DATE,8,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SCHEDULE,SCHEDULE_STATUS,9,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,SALES_ORDER_SHIPMENT_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,SHIPMENT_NUMBER,2,TEXT,100,UNIQUE,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,SHIPMENT_DATE,3,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,DELIVERY_DATE,4,DATE,,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,SALES_ORDER_ID,5,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SALES_ORDER,SALES_ORDER_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,SHIP_FROM_SITE_ID,6,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,SITE,SITE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,SHIP_TO_ADDRESS_ID,7,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PARTY_ADDRESS,PARTY_ADDRESS_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,CARRIER_PARTY_ID,8,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,PARTY,PARTY_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,TRACKING_NUMBER,9,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,BILL_OF_LADING_NUMBER,10,TEXT,100,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,FREIGHT_COST,11,"NUMBER(18,2)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,FREIGHT_TERMS,12,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,SHIPMENT_STATUS,13,TEXT,50,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,NUMBER_OF_PACKAGES,14,"NUMBER(38,0)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,TOTAL_WEIGHT,15,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,TOTAL_VOLUME,16,"NUMBER(18,4)",,,,,
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,WEIGHT_UNIT_OF_MEASURE_ID,17,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,UNIT_OF_MEASURE,UNIT_OF_MEASURE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT,VOLUME_UNIT_OF_MEASURE_ID,18,"NUMBER(38,0)",,FOREIGN KEY,ATOMIC,UNIT_OF_MEASURE,UNIT_OF_MEASURE_ID
snowflake,SNOWCORE_INDUSTRIES,ATOMIC,SALES_ORDER_SHIPMENT_LINE,SALES_ORDER_SHIPMENT_LINE_ID,1,"NUMBER(38,0)",,PRIMARY KEY,,,
